id,text,skills,categories,source,anchor_skill,anchor_category
sample-00218,"We are hiring a Backend Engineer to build reliable production systems. The role needs hands-on knowledge of r language, Microservices, Integration Testing, and Hadoop. You must have experience with Integration Testing, Hadoop, and django. You will translate business requirements into deployable technical solutions. Nice to have: postgresql.",Django|Hadoop|Integration Testing|Microservices|PostgreSQL|R,Architecture|Data/AI|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,R,Programming Language
sample-01138,"Our team needs a Machine Learning Engineer to scale critical business workflows. Required skills include elt, Django, SQL, and snowflake. You must have experience with SQL, snowflake, and AWS. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with computer vision.",AWS|Computer Vision|Django|ETL|SQL|Snowflake,Cloud/DevOps|Data/AI|Database|Framework/Library|Programming Language,synthetic,ETL,Data/AI
sample-00961,"This Data Engineer position focuses on building high-impact data products. Strong experience with BigQuery, linux, Kubernetes, and Flask is expected. Required skills include Kubernetes, Flask, and REST APIs. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with computer vision.",BigQuery|Computer Vision|Flask|Kubernetes|Linux|REST APIs,Architecture|Cloud/DevOps|Data/AI|Database|Framework/Library|Tooling,synthetic,BigQuery,Database
sample-01417,"The ML Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of selenium, dotnet, github actions, and terraform. You must have experience with github actions, terraform, and TensorFlow. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes tdd and typescript.",.NET|GitHub Actions|Selenium|TDD|TensorFlow|Terraform|TypeScript,Cloud/DevOps|Framework/Library|Programming Language|Testing/Quality,synthetic,Selenium,Testing/Quality
sample-01787,"We are hiring a Product Engineer to build reliable production systems. You must have experience with Mentoring and docker. You must have experience with docker and typescript. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Java.",Docker|Java|Mentoring|TypeScript,Cloud/DevOps|Programming Language|Soft Skill,synthetic,Mentoring,Soft Skill
sample-00072,"We are hiring a Platform Engineer to build reliable production systems. The role needs hands-on knowledge of JavaScript and stakeholder management. Required skills include stakeholder management and apache spark. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes express.js and mongo.",Express.js|JavaScript|MongoDB|Spark|Stakeholder Management,Data/AI|Database|Framework/Library|Programming Language|Soft Skill,synthetic,JavaScript,Programming Language
sample-00188,"Our team needs a Backend Engineer to scale critical business workflows. The role needs hands-on knowledge of Rust and ansible. You must have experience with ansible and js. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Problem Solving.",Ansible|JavaScript|Problem Solving|Rust,Cloud/DevOps|Programming Language|Soft Skill,synthetic,Rust,Programming Language
sample-01359,"The Full Stack Engineer will help modernize our platform and delivery process. You must have experience with Unit Testing, Scala, spring boot, and django. Required skills include spring boot, django, and Power BI. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with java.",Django|Java|Power BI|Scala|Spring Boot|Unit Testing,Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,Unit Testing,Testing/Quality
sample-00671,"Our team needs a Infrastructure Engineer to scale critical business workflows. You must have experience with k8s, computer vision, and go language. Required skills include go language and time management. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes team lead and problem solving.",Computer Vision|Go|Kubernetes|Leadership|Problem Solving|Time Management,Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,Kubernetes,Cloud/DevOps
sample-01505,"This DevOps Engineer position focuses on building high-impact data products. Required skills include junit, github actions, r, and Docker. Strong experience with r, Docker, and FastAPI is expected. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with redis.",Docker|FastAPI|GitHub Actions|JUnit|R|Redis,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-01171,"Our team needs a Machine Learning Engineer to scale critical business workflows. The role needs hands-on knowledge of spark and PyTorch. You must have experience with PyTorch and Ansible. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Mentoring.",Ansible|Mentoring|PyTorch|Spark,Cloud/DevOps|Data/AI|Framework/Library|Soft Skill,synthetic,Spark,Data/AI
sample-00845,"This Data Engineer position focuses on building high-impact data products. Strong experience with mysql, postgresql, Stakeholder Management, and spark is expected. Required skills include Stakeholder Management, spark, and agile. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with restful api and .NET.",.NET|Agile|MySQL|PostgreSQL|REST APIs|Spark|Stakeholder Management,Architecture|Data/AI|Database|Framework/Library|Process|Soft Skill,synthetic,MySQL,Database
sample-00602,Our team needs a Cloud Engineer to scale critical business workflows. Strong experience with GCP and FastAPI is expected. Required skills include FastAPI and redis. You will translate business requirements into deployable technical solutions. Nice to have: mysql.,FastAPI|GCP|MySQL|Redis,Cloud/DevOps|Database|Framework/Library,synthetic,GCP,Cloud/DevOps
sample-00311,"This Full Stack Engineer position focuses on building high-impact data products. Strong experience with angular, Scrum, node.js, and tdd is expected. Strong experience with node.js, tdd, and Selenium is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes c#.",Angular|C#|Node.js|Scrum|Selenium|TDD,Framework/Library|Process|Programming Language|Testing/Quality,synthetic,Angular,Framework/Library
sample-01325,This Solutions Architect position focuses on building high-impact data products. Strong experience with system design and graphql is expected. The role needs hands-on knowledge of graphql and js. You will translate business requirements into deployable technical solutions. Nice to have: Problem Solving.,GraphQL|JavaScript|Problem Solving|System Design,Architecture|Programming Language|Soft Skill,synthetic,System Design,Architecture
sample-01767,"We are hiring a Team Lead to build reliable production systems. You must have experience with Time Management and stakeholders. You must have experience with stakeholders and REST APIs. You will work on automation, monitoring, and measurable business outcomes. Nice to have: nlp and elt.",ETL|NLP|REST APIs|Stakeholder Management|Time Management,Architecture|Data/AI|Soft Skill,synthetic,Time Management,Soft Skill
sample-01576,We are hiring a Automation Engineer to build reliable production systems. Strong experience with shell scripting and C++ is expected. You must have experience with C++ and cross-functional. You will translate business requirements into deployable technical solutions. Nice to have: docker.,Bash|C++|Collaboration|Docker,Cloud/DevOps|Programming Language|Soft Skill|Tooling,synthetic,Bash,Tooling
sample-00764,"We are hiring a DevOps Engineer to build reliable production systems. Strong experience with github actions, microservices, and lead teams is expected. Strong experience with lead teams and Integration Testing is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: flask and python.",Flask|GitHub Actions|Integration Testing|Leadership|Microservices|Python,Architecture|Cloud/DevOps|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,GitHub Actions,Cloud/DevOps
sample-01123,This Data Scientist position focuses on building high-impact data products. Strong experience with data engineer and Express.js is expected. Strong experience with Express.js and microservices is expected. You will translate business requirements into deployable technical solutions. Nice to have: bash.,Bash|Data Engineering|Express.js|Microservices,Architecture|Data/AI|Framework/Library|Tooling,synthetic,Data Engineering,Data/AI
sample-00870,Our team needs a Data Engineer to scale critical business workflows. You must have experience with mongo and csharp. Strong experience with csharp and deep learning is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with graphql and ts.,C#|Deep Learning|GraphQL|MongoDB|TypeScript,Architecture|Data/AI|Database|Programming Language,synthetic,MongoDB,Database
sample-00461,"Our team needs a ML Engineer to scale critical business workflows. The role needs hands-on knowledge of spring boot and rust. Required skills include rust and junit. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with mongo.",JUnit|MongoDB|Rust|Spring Boot,Database|Framework/Library|Programming Language|Testing/Quality,synthetic,Spring Boot,Framework/Library
sample-00464,"The Platform Engineer will help modernize our platform and delivery process. You must have experience with spring boot, powerbi, Leadership, and scala. Required skills include Leadership, scala, and r. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes prioritization and typescript.",Leadership|Power BI|R|Scala|Spring Boot|Time Management|TypeScript,Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Spring Boot,Framework/Library
sample-01512,"Our team needs a Quality Engineer to scale critical business workflows. You must have experience with JUnit, TDD, and typescript. Strong experience with typescript and docker is expected. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with GitHub Actions.",Docker|GitHub Actions|JUnit|TDD|TypeScript,Cloud/DevOps|Programming Language|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-00120,"This Backend Engineer position focuses on building high-impact data products. You must have experience with c++, gitlab ci, and python. Required skills include python and postgres. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes GraphQL and continuous integration.",C++|CI/CD|GitLab CI/CD|GraphQL|PostgreSQL|Python,Architecture|Cloud/DevOps|Database|Programming Language,synthetic,C++,Programming Language
sample-00585,"Our team needs a Infrastructure Engineer to scale critical business workflows. Strong experience with azure, PostgreSQL, pytest, and continuous integration is expected. The role needs hands-on knowledge of pytest, continuous integration, and integration testing. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes flask and express.js.",Azure|CI/CD|Express.js|Flask|Integration Testing|PostgreSQL|PyTest,Cloud/DevOps|Database|Framework/Library|Testing/Quality,synthetic,Azure,Cloud/DevOps
sample-01158,"This Analytics Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of apache spark, Redis, and terraform. Strong experience with terraform and Snowflake is expected. You will work on automation, monitoring, and measurable business outcomes. Nice to have: ci/cd and r language.",CI/CD|R|Redis|Snowflake|Spark|Terraform,Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,Spark,Data/AI
sample-00113,"This AI Engineer position focuses on building high-impact data products. Strong experience with c++, communicate, and hadoop is expected. You must have experience with hadoop and ml. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes amazon web services and py test.",AWS|C++|Communication|Hadoop|Machine Learning|PyTest,Cloud/DevOps|Data/AI|Programming Language|Soft Skill|Testing/Quality,synthetic,C++,Programming Language
sample-01445,"The Software Development Engineer in Test will help modernize our platform and delivery process. Strong experience with Cypress and redis is expected. Required skills include redis and java. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: natural language processing.",Cypress|Java|NLP|Redis,Data/AI|Database|Programming Language|Testing/Quality,synthetic,Cypress,Testing/Quality
sample-01683,"This Team Lead position focuses on building high-impact data products. Required skills include problem solving and amazon web services. Strong experience with amazon web services and angular is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: shell scripting and Spring Boot.",AWS|Angular|Bash|Problem Solving|Spring Boot,Cloud/DevOps|Framework/Library|Soft Skill|Tooling,synthetic,Problem Solving,Soft Skill
sample-00983,"Our team needs a Data Engineer to scale critical business workflows. Required skills include bigquery, tableau, Go, and .NET. You must have experience with Go, .NET, and Time Management. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes R and mysql.",.NET|BigQuery|Go|MySQL|R|Tableau|Time Management,Data/AI|Database|Framework/Library|Programming Language|Soft Skill,synthetic,BigQuery,Database
sample-00081,"This Backend Engineer position focuses on building high-impact data products. Strong experience with typescript and Redis is expected. You must have experience with Redis and scala. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes vue.js and Scrum.",Redis|Scala|Scrum|TypeScript|Vue.js,Database|Framework/Library|Process|Programming Language,synthetic,TypeScript,Programming Language
sample-00350,"The ML Engineer will help modernize our platform and delivery process. Strong experience with node, tdd, JavaScript, and unix is expected. Strong experience with JavaScript, unix, and .net is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with python and C#.",.NET|C#|JavaScript|Linux|Node.js|Python|TDD,Framework/Library|Programming Language|Testing/Quality|Tooling,synthetic,Node.js,Framework/Library
sample-00752,"This Software Engineer position focuses on building high-impact data products. Required skills include github actions, Go, and communicate. Required skills include communicate and rust. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with team lead and tableau.",Communication|GitHub Actions|Go|Leadership|Rust|Tableau,Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,GitHub Actions,Cloud/DevOps
sample-00211,"This Software Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of sql and Stakeholder Management. The role needs hands-on knowledge of Stakeholder Management and microsoft azure. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes computer vision and angular.",Angular|Azure|Computer Vision|SQL|Stakeholder Management,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,SQL,Programming Language
sample-00996,"We are hiring a Automation Engineer to build reliable production systems. Strong experience with Machine Learning, bash, unix, and Spring Boot is expected. You must have experience with unix, Spring Boot, and django. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes natural language processing and cross-functional.",Bash|Collaboration|Django|Linux|Machine Learning|NLP|Spring Boot,Data/AI|Framework/Library|Soft Skill|Tooling,synthetic,Machine Learning,Data/AI
sample-01287,"The DevOps Engineer will help modernize our platform and delivery process. Strong experience with GraphQL, Redis, Power BI, and github actions is expected. The role needs hands-on knowledge of Power BI, github actions, and Ansible. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Data Analysis and jenkins.",Ansible|Data Analysis|GitHub Actions|GraphQL|Jenkins|Power BI|Redis,Architecture|Cloud/DevOps|Data/AI|Database,synthetic,GraphQL,Architecture
sample-01054,"The DevOps Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of NLP, Vue.js, Ansible, and kubernetes. Required skills include Ansible, kubernetes, and pytest. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes unit tests and Python.",Ansible|Kubernetes|NLP|PyTest|Python|Unit Testing|Vue.js,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,NLP,Data/AI
sample-01207,"Our team needs a AI Engineer to scale critical business workflows. You must have experience with tableau, power bi, JUnit, and mysql. Required skills include JUnit, mysql, and NLP. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes tdd.",JUnit|MySQL|NLP|Power BI|TDD|Tableau,Data/AI|Database|Testing/Quality,synthetic,Tableau,Data/AI
sample-00966,"This Data Engineer position focuses on building high-impact data products. Required skills include big query and gitlab ci/cd. The role needs hands-on knowledge of gitlab ci/cd and c++. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Snowflake.",BigQuery|C++|GitLab CI/CD|Snowflake,Cloud/DevOps|Database|Programming Language,synthetic,BigQuery,Database
sample-00243,"Our team needs a Platform Engineer to scale critical business workflows. You must have experience with Scala, django, c#, and python. You must have experience with c#, python, and Mentoring. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with microservices.",C#|Django|Mentoring|Microservices|Python|Scala,Architecture|Framework/Library|Programming Language|Soft Skill,synthetic,Scala,Programming Language
sample-01675,"Our team needs a Infrastructure Engineer to scale critical business workflows. Required skills include team lead, ansible, System Design, and powerbi. Required skills include System Design, powerbi, and terraform. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with neural networks and Bash.",Ansible|Bash|Deep Learning|Leadership|Power BI|System Design|Terraform,Architecture|Cloud/DevOps|Data/AI|Soft Skill|Tooling,synthetic,Leadership,Soft Skill
sample-01257,"We are hiring a Infrastructure Engineer to build reliable production systems. Strong experience with restful api, Jenkins, flask, and Linux is expected. Strong experience with flask, Linux, and google cloud is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes junit.",Flask|GCP|JUnit|Jenkins|Linux|REST APIs,Architecture|Cloud/DevOps|Framework/Library|Testing/Quality|Tooling,synthetic,REST APIs,Architecture
sample-01764,"We are hiring a Product Engineer to build reliable production systems. Required skills include Time Management, bash, GitLab CI/CD, and Agile. Strong experience with GitLab CI/CD, Agile, and SQL is expected. You will translate business requirements into deployable technical solutions. Nice to have: pytest and java.",Agile|Bash|GitLab CI/CD|Java|PyTest|SQL|Time Management,Cloud/DevOps|Process|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Time Management,Soft Skill
sample-00041,"The Platform Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of Java and Machine Learning. The role needs hands-on knowledge of Machine Learning and Django. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: cross-functional.",Collaboration|Django|Java|Machine Learning,Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Java,Programming Language
sample-01166,"The Product Engineer will help modernize our platform and delivery process. Strong experience with spark, problem solving, ts, and C++ is expected. The role needs hands-on knowledge of ts, C++, and Collaboration. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes neural networks and .NET.",.NET|C++|Collaboration|Deep Learning|Problem Solving|Spark|TypeScript,Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Spark,Data/AI
sample-00536,"This ML Engineer position focuses on building high-impact data products. You must have experience with pytorch, distributed systems, python, and GitLab CI/CD. Required skills include python, GitLab CI/CD, and snowflake. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: go language.",GitLab CI/CD|Go|PyTorch|Python|Snowflake|System Design,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language,synthetic,PyTorch,Framework/Library
sample-01140,"Our team needs a Data Scientist to scale critical business workflows. You must have experience with ETL, Spark, and data analytics. You must have experience with data analytics and k8s. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes github actions.",Data Analysis|ETL|GitHub Actions|Kubernetes|Spark,Cloud/DevOps|Data/AI,synthetic,ETL,Data/AI
sample-00176,We are hiring a Backend Engineer to build reliable production systems. You must have experience with Rust and troubleshooting. You must have experience with troubleshooting and data analysis. You will translate business requirements into deployable technical solutions. Preferred experience includes java.,Data Analysis|Java|Problem Solving|Rust,Data/AI|Programming Language|Soft Skill,synthetic,Rust,Programming Language
sample-00174,"We are hiring a Platform Engineer to build reliable production systems. Strong experience with Rust, Scala, and Mentoring is expected. The role needs hands-on knowledge of Mentoring and apache spark. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes Flask and scrum.",Flask|Mentoring|Rust|Scala|Scrum|Spark,Data/AI|Framework/Library|Process|Programming Language|Soft Skill,synthetic,Rust,Programming Language
sample-00037,"The Software Development Engineer in Test will help modernize our platform and delivery process. Strong experience with Java, unit tests, and elt is expected. Strong experience with elt and selenium is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes dotnet.",.NET|ETL|Java|Selenium|Unit Testing,Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,Java,Programming Language
sample-01220,"This Data Scientist position focuses on building high-impact data products. Strong experience with tableau, problem solving, graphql, and scrum is expected. You must have experience with graphql, scrum, and redis. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes mongo.",GraphQL|MongoDB|Problem Solving|Redis|Scrum|Tableau,Architecture|Data/AI|Database|Process|Soft Skill,synthetic,Tableau,Data/AI
sample-00171,"We are hiring a Platform Engineer to build reliable production systems. Required skills include rust, Java, tensorflow, and Linux. The role needs hands-on knowledge of tensorflow, Linux, and data analytics. You will translate business requirements into deployable technical solutions. Preferred experience includes collaboration.",Collaboration|Data Analysis|Java|Linux|Rust|TensorFlow,Data/AI|Framework/Library|Programming Language|Soft Skill|Tooling,synthetic,Rust,Programming Language
sample-00554,"This Infrastructure Engineer position focuses on building high-impact data products. Strong experience with aws, Jenkins, ansible, and Computer Vision is expected. You must have experience with ansible, Computer Vision, and system design. You will work on automation, monitoring, and measurable business outcomes. Nice to have: agile and rust.",AWS|Agile|Ansible|Computer Vision|Jenkins|Rust|System Design,Architecture|Cloud/DevOps|Data/AI|Process|Programming Language,synthetic,AWS,Cloud/DevOps
sample-00765,"We are hiring a Infrastructure Engineer to build reliable production systems. You must have experience with GitHub Actions and fast api. You must have experience with fast api and terraform. You will work on automation, monitoring, and measurable business outcomes. Nice to have: scala.",FastAPI|GitHub Actions|Scala|Terraform,Cloud/DevOps|Framework/Library|Programming Language,synthetic,GitHub Actions,Cloud/DevOps
sample-01519,"We are hiring a Quality Engineer to build reliable production systems. Strong experience with Git, PyTest, Snowflake, and test driven development is expected. The role needs hands-on knowledge of Snowflake, test driven development, and big query. You will translate business requirements into deployable technical solutions. Preferred experience includes ETL.",BigQuery|ETL|Git|PyTest|Snowflake|TDD,Data/AI|Database|Testing/Quality|Tooling,synthetic,Git,Tooling
sample-00740,"This Infrastructure Engineer position focuses on building high-impact data products. Required skills include jenkins, Ansible, Selenium, and torch. You must have experience with Selenium, torch, and C#. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: Elasticsearch.",Ansible|C#|Elasticsearch|Jenkins|PyTorch|Selenium,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,Jenkins,Cloud/DevOps
sample-01141,"We are hiring a Machine Learning Engineer to build reliable production systems. Strong experience with ETL, terraform, and Data Analysis is expected. Required skills include Data Analysis and django. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes github actions and TDD.",Data Analysis|Django|ETL|GitHub Actions|TDD|Terraform,Cloud/DevOps|Data/AI|Framework/Library|Testing/Quality,synthetic,ETL,Data/AI
sample-00274,"Our team needs a ML Engineer to scale critical business workflows. You must have experience with React, graphql, and torch. Strong experience with torch and microsoft azure is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: js and Flask.",Azure|Flask|GraphQL|JavaScript|PyTorch|React,Architecture|Cloud/DevOps|Framework/Library|Programming Language,synthetic,React,Framework/Library
sample-01508,"This Software Development Engineer in Test position focuses on building high-impact data products. The role needs hands-on knowledge of junit, big query, hadoop, and Cypress. Required skills include hadoop, Cypress, and rest api. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes continuous integration and stakeholders.",BigQuery|CI/CD|Cypress|Hadoop|JUnit|REST APIs|Stakeholder Management,Architecture|Cloud/DevOps|Data/AI|Database|Soft Skill|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-00357,The Application Engineer will help modernize our platform and delivery process. You must have experience with Node.js and torch. Required skills include torch and Spark. You will translate business requirements into deployable technical solutions. Nice to have: Time Management and AWS.,AWS|Node.js|PyTorch|Spark|Time Management,Cloud/DevOps|Data/AI|Framework/Library|Soft Skill,synthetic,Node.js,Framework/Library
sample-00253,"This Software Engineer position focuses on building high-impact data products. You must have experience with Scala and Flask. Strong experience with Flask and Mentoring is expected. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with PyTorch.",Flask|Mentoring|PyTorch|Scala,Framework/Library|Programming Language|Soft Skill,synthetic,Scala,Programming Language
sample-01777,"The Team Lead will help modernize our platform and delivery process. The role needs hands-on knowledge of Mentoring, django, R, and Scrum. Required skills include R, Scrum, and troubleshooting. You will translate business requirements into deployable technical solutions. Preferred experience includes springboot.",Django|Mentoring|Problem Solving|R|Scrum|Spring Boot,Framework/Library|Process|Programming Language|Soft Skill,synthetic,Mentoring,Soft Skill
sample-01073,"Our team needs a Data Scientist to scale critical business workflows. Strong experience with Computer Vision, gitlab ci/cd, and etl is expected. Required skills include etl and CI/CD. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with mysql and test driven development.",CI/CD|Computer Vision|ETL|GitLab CI/CD|MySQL|TDD,Cloud/DevOps|Data/AI|Database|Testing/Quality,synthetic,Computer Vision,Data/AI
sample-01688,"We are hiring a Infrastructure Engineer to build reliable production systems. Strong experience with Problem Solving, fast api, and ansible is expected. The role needs hands-on knowledge of ansible and gcp. You will translate business requirements into deployable technical solutions. Nice to have: Tableau.",Ansible|FastAPI|GCP|Problem Solving|Tableau,Cloud/DevOps|Data/AI|Framework/Library|Soft Skill,synthetic,Problem Solving,Soft Skill
sample-00296,"We are hiring a Full Stack Engineer to build reliable production systems. Strong experience with angular, snowflake, c++, and mentoring is expected. Required skills include c++, mentoring, and Hadoop. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with React.",Angular|C++|Hadoop|Mentoring|React|Snowflake,Data/AI|Database|Framework/Library|Programming Language|Soft Skill,synthetic,Angular,Framework/Library
sample-00132,"This Analytics Engineer position focuses on building high-impact data products. Strong experience with C#, big query, and postgresql is expected. Required skills include postgresql and etl. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with leadership and scrum.",BigQuery|C#|ETL|Leadership|PostgreSQL|Scrum,Data/AI|Database|Process|Programming Language|Soft Skill,synthetic,C#,Programming Language
sample-01486,"This QA Engineer position focuses on building high-impact data products. Strong experience with py test, fastapi, Angular, and terraform is expected. The role needs hands-on knowledge of Angular, terraform, and unit testing. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with mysql.",Angular|FastAPI|MySQL|PyTest|Terraform|Unit Testing,Cloud/DevOps|Database|Framework/Library|Testing/Quality,synthetic,PyTest,Testing/Quality
sample-01724,"The Product Engineer will help modernize our platform and delivery process. Strong experience with Collaboration and GCP is expected. Required skills include GCP and fastapi. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes javascript.",Collaboration|FastAPI|GCP|JavaScript,Cloud/DevOps|Framework/Library|Programming Language|Soft Skill,synthetic,Collaboration,Soft Skill
sample-00967,"Our team needs a Database Engineer to scale critical business workflows. The role needs hands-on knowledge of BigQuery, unit testing, and C#. Strong experience with C# and Scrum is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with Vue.js and Express.js.",BigQuery|C#|Express.js|Scrum|Unit Testing|Vue.js,Database|Framework/Library|Process|Programming Language|Testing/Quality,synthetic,BigQuery,Database
sample-00626,"This Infrastructure Engineer position focuses on building high-impact data products. Strong experience with Docker, Scrum, and junit is expected. Required skills include junit and Node.js. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with mongo and Problem Solving.",Docker|JUnit|MongoDB|Node.js|Problem Solving|Scrum,Cloud/DevOps|Database|Framework/Library|Process|Soft Skill|Testing/Quality,synthetic,Docker,Cloud/DevOps
sample-01588,"We are hiring a Quality Engineer to build reliable production systems. The role needs hands-on knowledge of agile, go, pytest, and neural networks. You must have experience with pytest, neural networks, and integration tests. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: stakeholder management and cross-functional.",Agile|Collaboration|Deep Learning|Go|Integration Testing|PyTest|Stakeholder Management,Data/AI|Process|Programming Language|Soft Skill|Testing/Quality,synthetic,Agile,Process
sample-00823,"The Infrastructure Engineer will help modernize our platform and delivery process. You must have experience with PostgreSQL, python, unit testing, and Ansible. Strong experience with unit testing, Ansible, and docker is expected. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Rust.",Ansible|Docker|PostgreSQL|Python|Rust|Unit Testing,Cloud/DevOps|Database|Programming Language|Testing/Quality,synthetic,PostgreSQL,Database
sample-01670,"The Engineering Manager will help modernize our platform and delivery process. Required skills include lead teams, mentoring, and natural language processing. You must have experience with natural language processing and .net c#. You will translate business requirements into deployable technical solutions. Nice to have: Communication and Terraform.",C#|Communication|Leadership|Mentoring|NLP|Terraform,Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,Leadership,Soft Skill
sample-01768,The Product Engineer will help modernize our platform and delivery process. Required skills include time management and snowflake. Strong experience with snowflake and AWS is expected. You will translate business requirements into deployable technical solutions. Nice to have: powerbi.,AWS|Power BI|Snowflake|Time Management,Cloud/DevOps|Data/AI|Database|Soft Skill,synthetic,Time Management,Soft Skill
sample-00022,"Our team needs a Cloud Engineer to scale critical business workflows. The role needs hands-on knowledge of Python, github actions, and tensorflow. You must have experience with tensorflow and amazon web services. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes unit tests.",AWS|GitHub Actions|Python|TensorFlow|Unit Testing,Cloud/DevOps|Framework/Library|Programming Language|Testing/Quality,synthetic,Python,Programming Language
sample-01619,"This Delivery Lead position focuses on building high-impact data products. The role needs hands-on knowledge of scrum and unit testing. You must have experience with unit testing and lead teams. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with bigquery and csharp.",BigQuery|C#|Leadership|Scrum|Unit Testing,Database|Process|Programming Language|Soft Skill|Testing/Quality,synthetic,Scrum,Process
